WGS		200	PRJDB1934	SAMD00003663		NIG	sra	DRX012229	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1546	979	Macropus eugenii	ILLUMINA	2014-02-09	DRR013413	DRS012065	DRP001145	SAMD00003663							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003663		NIG	sra	DRX012229	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1559	986	Macropus eugenii	ILLUMINA	2014-02-09	DRR013414	DRS012065	DRP001145	SAMD00003663							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003663		NIG	sra	DRX012229	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1585	1003	Macropus eugenii	ILLUMINA	2014-02-09	DRR013415	DRS012065	DRP001145	SAMD00003663							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003662		NIG	sra	DRX012230	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1877	1189	Macropus eugenii	ILLUMINA	2014-02-09	DRR013416	DRS012066	DRP001145	SAMD00003662							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003662		NIG	sra	DRX012230	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1890	1201	Macropus eugenii	ILLUMINA	2014-02-09	DRR013417	DRS012066	DRP001145	SAMD00003662							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003662		NIG	sra	DRX012230	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1851	1175	Macropus eugenii	ILLUMINA	2014-02-09	DRR013418	DRS012066	DRP001145	SAMD00003662							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003662		NIG	sra	DRX012230	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1867	1190	Macropus eugenii	ILLUMINA	2014-02-09	DRR013419	DRS012066	DRP001145	SAMD00003662							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003662		NIG	sra	DRX012230	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1876	1192	Macropus eugenii	ILLUMINA	2014-02-09	DRR013420	DRS012066	DRP001145	SAMD00003662							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003662		NIG	sra	DRX012230	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1865	1187	Macropus eugenii	ILLUMINA	2014-02-09	DRR013421	DRS012066	DRP001145	SAMD00003662							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003662		NIG	sra	DRX012230	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1877	1192	Macropus eugenii	ILLUMINA	2014-02-09	DRR013422	DRS012066	DRP001145	SAMD00003662							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003662		NIG	sra	DRX012230	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1904	1211	Macropus eugenii	ILLUMINA	2014-02-09	DRR013423	DRS012066	DRP001145	SAMD00003662							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003673		NIG	sra	DRX012231	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1795	1139	Macropus eugenii	ILLUMINA	2014-02-09	DRR013424	DRS012067	DRP001145	SAMD00003673							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003673		NIG	sra	DRX012231	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1807	1149	Macropus eugenii	ILLUMINA	2014-02-09	DRR013425	DRS012067	DRP001145	SAMD00003673							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003673		NIG	sra	DRX012231	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1763	1121	Macropus eugenii	ILLUMINA	2014-02-09	DRR013426	DRS012067	DRP001145	SAMD00003673							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003673		NIG	sra	DRX012231	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1780	1137	Macropus eugenii	ILLUMINA	2014-02-09	DRR013427	DRS012067	DRP001145	SAMD00003673							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003673		NIG	sra	DRX012231	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1795	1142	Macropus eugenii	ILLUMINA	2014-02-09	DRR013428	DRS012067	DRP001145	SAMD00003673							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003673		NIG	sra	DRX012231	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1778	1133	Macropus eugenii	ILLUMINA	2014-02-09	DRR013429	DRS012067	DRP001145	SAMD00003673							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003673		NIG	sra	DRX012231	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1785	1136	Macropus eugenii	ILLUMINA	2014-02-09	DRR013430	DRS012067	DRP001145	SAMD00003673							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003673		NIG	sra	DRX012231	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1805	1149	Macropus eugenii	ILLUMINA	2014-02-09	DRR013431	DRS012067	DRP001145	SAMD00003673							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003672		NIG	sra	DRX012232	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1797	1138	Macropus eugenii	ILLUMINA	2014-02-09	DRR013432	DRS012068	DRP001145	SAMD00003672							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003672		NIG	sra	DRX012232	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1811	1150	Macropus eugenii	ILLUMINA	2014-02-09	DRR013433	DRS012068	DRP001145	SAMD00003672							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003672		NIG	sra	DRX012232	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1771	1124	Macropus eugenii	ILLUMINA	2014-02-09	DRR013434	DRS012068	DRP001145	SAMD00003672							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003672		NIG	sra	DRX012232	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1787	1138	Macropus eugenii	ILLUMINA	2014-02-09	DRR013435	DRS012068	DRP001145	SAMD00003672							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003672		NIG	sra	DRX012232	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1798	1142	Macropus eugenii	ILLUMINA	2014-02-09	DRR013436	DRS012068	DRP001145	SAMD00003672							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003672		NIG	sra	DRX012232	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1786	1136	Macropus eugenii	ILLUMINA	2014-02-09	DRR013437	DRS012068	DRP001145	SAMD00003672							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003672		NIG	sra	DRX012232	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1798	1141	Macropus eugenii	ILLUMINA	2014-02-09	DRR013438	DRS012068	DRP001145	SAMD00003672							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003672		NIG	sra	DRX012232	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1821	1157	Macropus eugenii	ILLUMINA	2014-02-09	DRR013439	DRS012068	DRP001145	SAMD00003672							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003676		NIG	sra	DRX012233	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1630	1033	Macropus eugenii	ILLUMINA	2014-02-09	DRR013440	DRS012069	DRP001145	SAMD00003676							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003676		NIG	sra	DRX012233	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1641	1043	Macropus eugenii	ILLUMINA	2014-02-09	DRR013441	DRS012069	DRP001145	SAMD00003676							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003676		NIG	sra	DRX012233	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1603	1018	Macropus eugenii	ILLUMINA	2014-02-09	DRR013442	DRS012069	DRP001145	SAMD00003676							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003676		NIG	sra	DRX012233	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1619	1033	Macropus eugenii	ILLUMINA	2014-02-09	DRR013443	DRS012069	DRP001145	SAMD00003676							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003676		NIG	sra	DRX012233	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1628	1035	Macropus eugenii	ILLUMINA	2014-02-09	DRR013444	DRS012069	DRP001145	SAMD00003676							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003676		NIG	sra	DRX012233	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1618	1030	Macropus eugenii	ILLUMINA	2014-02-09	DRR013445	DRS012069	DRP001145	SAMD00003676							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003676		NIG	sra	DRX012233	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1626	1034	Macropus eugenii	ILLUMINA	2014-02-09	DRR013446	DRS012069	DRP001145	SAMD00003676							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003676		NIG	sra	DRX012233	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1646	1047	Macropus eugenii	ILLUMINA	2014-02-09	DRR013447	DRS012069	DRP001145	SAMD00003676							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003664		NIG	sra	DRX012234	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1603	997	Macropus eugenii	ILLUMINA	2014-02-09	DRR013448	DRS012070	DRP001145	SAMD00003664							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003664		NIG	sra	DRX012234	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1617	1008	Macropus eugenii	ILLUMINA	2014-02-09	DRR013449	DRS012070	DRP001145	SAMD00003664							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003664		NIG	sra	DRX012234	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1578	984	Macropus eugenii	ILLUMINA	2014-02-09	DRR013450	DRS012070	DRP001145	SAMD00003664							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003664		NIG	sra	DRX012234	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1592	997	Macropus eugenii	ILLUMINA	2014-02-09	DRR013451	DRS012070	DRP001145	SAMD00003664							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003664		NIG	sra	DRX012234	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1605	1001	Macropus eugenii	ILLUMINA	2014-02-09	DRR013452	DRS012070	DRP001145	SAMD00003664							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003664		NIG	sra	DRX012234	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1593	995	Macropus eugenii	ILLUMINA	2014-02-09	DRR013453	DRS012070	DRP001145	SAMD00003664							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003664		NIG	sra	DRX012234	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1600	998	Macropus eugenii	ILLUMINA	2014-02-09	DRR013454	DRS012070	DRP001145	SAMD00003664							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003664		NIG	sra	DRX012234	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1621	1013	Macropus eugenii	ILLUMINA	2014-02-09	DRR013455	DRS012070	DRP001145	SAMD00003664							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003671		NIG	sra	DRX012235	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1495	945	Macropus eugenii	ILLUMINA	2014-02-09	DRR013456	DRS012071	DRP001145	SAMD00003671							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003671		NIG	sra	DRX012235	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1506	955	Macropus eugenii	ILLUMINA	2014-02-09	DRR013457	DRS012071	DRP001145	SAMD00003671							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003671		NIG	sra	DRX012235	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1477	936	Macropus eugenii	ILLUMINA	2014-02-09	DRR013458	DRS012071	DRP001145	SAMD00003671							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003671		NIG	sra	DRX012235	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1486	946	Macropus eugenii	ILLUMINA	2014-02-09	DRR013459	DRS012071	DRP001145	SAMD00003671							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003671		NIG	sra	DRX012235	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1492	946	Macropus eugenii	ILLUMINA	2014-02-09	DRR013460	DRS012071	DRP001145	SAMD00003671							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003671		NIG	sra	DRX012235	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1489	945	Macropus eugenii	ILLUMINA	2014-02-09	DRR013461	DRS012071	DRP001145	SAMD00003671							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003671		NIG	sra	DRX012235	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1501	952	Macropus eugenii	ILLUMINA	2014-02-09	DRR013462	DRS012071	DRP001145	SAMD00003671							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003671		NIG	sra	DRX012235	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1528	970	Macropus eugenii	ILLUMINA	2014-02-09	DRR013463	DRS012071	DRP001145	SAMD00003671							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003668		NIG	sra	DRX012236	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1621	1025	Macropus eugenii	ILLUMINA	2014-02-09	DRR013464	DRS012072	DRP001145	SAMD00003668							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003668		NIG	sra	DRX012236	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1633	1035	Macropus eugenii	ILLUMINA	2014-02-09	DRR013465	DRS012072	DRP001145	SAMD00003668							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003668		NIG	sra	DRX012236	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1599	1013	Macropus eugenii	ILLUMINA	2014-02-09	DRR013466	DRS012072	DRP001145	SAMD00003668							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003668		NIG	sra	DRX012236	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1611	1025	Macropus eugenii	ILLUMINA	2014-02-09	DRR013467	DRS012072	DRP001145	SAMD00003668							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003668		NIG	sra	DRX012236	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1620	1028	Macropus eugenii	ILLUMINA	2014-02-09	DRR013468	DRS012072	DRP001145	SAMD00003668							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003668		NIG	sra	DRX012236	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1612	1024	Macropus eugenii	ILLUMINA	2014-02-09	DRR013469	DRS012072	DRP001145	SAMD00003668							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003668		NIG	sra	DRX012236	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1624	1030	Macropus eugenii	ILLUMINA	2014-02-09	DRR013470	DRS012072	DRP001145	SAMD00003668							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003668		NIG	sra	DRX012236	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1647	1045	Macropus eugenii	ILLUMINA	2014-02-09	DRR013471	DRS012072	DRP001145	SAMD00003668							public	ncbi	TRANSCRIPTOMIC
WGS		200	PRJDB1934	SAMD00003679		NIG	sra	DRX012237	0	Illumina HiSeq 2000	PAIRED	RANDOM		2014-02-03	1613	1018	Macropus eugenii	ILLUMINA	2014-02-09	DRR013472	DRS012073	DRP001145	SAMD00003679							public	ncbi	TRANSCRIPTOMIC
